Chart	Action	ItemName	ChartingLa	Latitude	Longitude	LatDD	LongDD	PublishedD	Kapp	RNCPanel	RNCPosted
12327	Add	NAVAL WEAPON STATION EARL BUOY 8	"8" Q	N 40 26' 57.960"	W 074 04' 03.000"	40.44943	-74.0675	LNM 15/17, 1st Dist	2245	12327_1	4/20/2017
12327	Add	NAVAL WEAPON STATION EARL BUOY 9	"9" Q	N 40 26' 06.300"	W 074 03' 12.480"	40.43508	-74.05347	LNM 15/17, 1st Dist	2245	12327_1	4/20/2017
12327	Add	PILE	Pile	N 40 38' 50.700"	W 074 08' 53.480"	40.64742	-74.14819	LNM 14/17, 1st Dist	2245	12327_1	4/13/2017
12331	Change	tabulation - LOWER BAY AND RARITAN BAY CHANNEL DEPTHS	tabulation - LOWER BAY AND RARITAN BAY CHANNEL DEPTHS	N 40 29' 42.000"	W 074 07' 49.000"	40.495	-74.13028	LNM 10/17, 1st Dist	2241	12331_1	3/16/2017
12331	Add	Obstruction in Feet	12 Obstn       	N 40 29' 03.300"	W 074 15' 25.360"	40.48425	-74.25704	LNM 52/16, 1st Dist	2241	12331_1	12/22/2016
12331	Add	Obstruction in Feet	6 Obstn       	N 40 27' 10.490"	W 074 11' 48.090"	40.45292	-74.19669	LNM 52/16, 1st Dist	2241	12331_1	12/22/2016
12331	Change	tabulation - RARITAN BAY AND ARTHUR KILL CHANNEL DEPTHS	tabulation - RARITAN BAY AND ARTHUR KILL CHANNEL DEPTHS	N 40 32' 40.000"	W 074 13' 22.000"	40.54445	-74.22278	LNM 49/16, 1st Dist	2241	12331_1	12/1/2016
12331	Change	tabulation - RARITAN BAY AND ARTHUR KILL CHANNEL DEPTHS	tabulation - RARITAN BAY AND ARTHUR KILL CHANNEL DEPTHS	N 40 32' 40.000"	W 074 13' 22.000"	40.54445	-74.22278	LNM 44/16, 1st Dist	2241	12331_1	10/27/2016
12331	Change	tabulation - KEYPORT HARBOR CHANNEL DEPTHS	tabulation - KEYPORT HARBOR CHANNEL DEPTHS	N 40 26' 30.000"	W 074 13' 43.000"	40.44167	-74.22861	Not Yet Published	2241	12331_1	10/27/2016
12331	Change	RARITAN BAY CHANNEL LTD BUOY 14	R "14" Fl R 2.5s	N 40 29' 48.281"	W 074 08' 00.554"	40.49675	-74.13348	LNM 37/16, 1st Dist	2241	12331_1	9/22/2016
12331	Relocate	RARITAN BAY CHANNEL LTD BUOY 14	R "14" Fl R 2.5s	N 40 29' 48.281"	W 074 08' 00.554"	40.49675	-74.13348	LNM 37/16, 1st Dist	2241	12331_1	9/22/2016
12331	Change	Bridge Construction	Chart No. 1: D.d, with magenta screen extending 500 feet from bridge	N 40 26' 07.400"	W 074 12' 49.000"	40.43539	-74.21361	LNM 38/16, 1st Dist	2241	12331_1	9/15/2016
12331	Delete	Fixed Bridge Label	FIXED BRIDGE HOR CL 49 FT VERT CL 6 FT	N 40 26' 07.400"	W 074 12' 49.000"	40.43539	-74.21361	LNM 38/16, 1st Dist	2241	12331_1	9/15/2016
12331	Add	Bridge Construction Label	Bridge under construction (see note)	N 40 26' 07.400"	W 074 12' 49.000"	40.43539	-74.21361	LNM 38/16, 1st Dist	2241	12331_1	9/15/2016
12331	Add	CAUTION NOTE	CAUTIONFixed and floating obstructions, some submerged, mayexist within the magenta tinted bridge construction area.Mariners are advised to proceed with caution.	N 40 32' 07.000"	W 074 10' 35.000"	40.53528	-74.17639	LNM 38/16, 1st Dist	2241	12331_1	9/15/2016
12331	Delete	Anchorage Area label	47	N 40 27' 51.770"	W 074 12' 36.180"	40.46438	-74.21005	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Delete	Anchorage Area label	47	N 40 29' 56.100"	W 074 10' 04.000"	40.49892	-74.16778	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Delete	Anchorage Area PT 1 OF 10	None	N 40 29' 19.870"	W 074 16' 17.700"	40.48885	-74.27158	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Delete	Anchorage Area PT 2 OF 10	None	N 40 29' 21.470"	W 074 16' 10.940"	40.4893	-74.26971	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Delete	Anchorage Area PT 3 OF 10	None	N 40 29' 02.900"	W 074 15' 37.360"	40.48414	-74.26038	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Delete	Anchorage Area PT 4 OF 10	None	N 40 28' 48.970"	W 074 14' 30.370"	40.48027	-74.24177	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Delete	Anchorage Area PT 5 OF 10	None	N 40 29' 55.650"	W 074 09' 02.490"	40.49879	-74.15069	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Delete	Anchorage Area PT 6 OF 10	None	N 40 27' 35.580"	W 074 08' 38.980"	40.45988	-74.14416	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Delete	Anchorage Area PT 7 OF 10	None	N 40 28' 32.410"	W 074 11' 14.880"	40.47567	-74.18747	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Delete	Anchorage Area PT 8 OF 10	None	N 40 26' 26.230"	W 074 12' 21.940"	40.44062	-74.20609	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Delete	Anchorage Area PT 9 OF 10	None	N 40 28' 25.780"	W 074 11' 01.300"	40.47383	-74.18369	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Delete	Anchorage Area PT 10 OF 10	None	N 40 26' 53.990"	W 074 11' 52.270"	40.44833	-74.19785	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Delete	Anchorage Area PT 1 OF 5	None	N 40 29' 52.200"	W 074 15' 01.800"	40.49783	-74.2505	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Delete	Anchorage Area PT 2 OF 5	None	N 40 29' 48.900"	W 074 15' 10.800"	40.49692	-74.253	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Delete	Anchorage Area PT 3 OF 5	None	N 40 30' 34.600"	W 074 11' 25.000"	40.50961	-74.19028	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Delete	Anchorage Area PT 4 OF 5	None	N 40 30' 02.700"	W 074 09' 03.100"	40.50075	-74.15086	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Delete	Anchorage Area PT 5 OF 5	None	N 40 31' 44.000"	W 074 09' 19.700"	40.52889	-74.15547	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Delete	Anchorage Area label	28	N 40 30' 39.300"	W 074 08' 32.700"	40.51092	-74.14242	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Add	Anchorage Area PT 2 OF 4	None	N 40 30' 21.500"	W 074 08' 46.200"	40.50597	-74.14616	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Add	Anchorage Area PT 3 OF 4	None	N 40 30' 02.300"	W 074 08' 52.700"	40.50064	-74.14797	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Add	Anchorage Area label	28	N 40 30' 04.600"	W 074 07' 50.200"	40.50128	-74.13061	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Delete	Anchorage Area label	47	N 40 28' 53.660"	W 074 15' 52.250"	40.48157	-74.26451	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Delete	Anchorage Area label	47	N 40 28' 12.380"	W 074 10' 07.490"	40.4701	-74.16875	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Delete	Anchorage Area label	46	N 40 30' 33.500"	W 074 12' 32.400"	40.5093	-74.209	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Delete	Anchorage Area PT 1 OF 2	None	N 40 27' 22.600"	W 074 07' 58.500"	40.45628	-74.13292	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Delete	Anchorage Area PT 2 OF 2	None	N 40 27' 25.600"	W 074 07' 36.600"	40.45711	-74.12683	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Delete	Anchorage Area label	28	N 40 31' 42.100"	W 074 07' 40.800"	40.52836	-74.128	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Add	Anchorage Area label	26	N 40 29' 27.100"	W 074 08' 44.400"	40.49086	-74.14567	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Delete	Anchorage Area label	46	N 40 30' 40.600"	W 074 10' 34.800"	40.51128	-74.17633	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Delete	Anchorage Area label	26	N 40 27' 17.600"	W 074 07' 39.700"	40.45489	-74.12769	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Delete	Anchorage Area label	28	N 40 28' 43.600"	W 074 08' 04.100"	40.47878	-74.13448	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Delete	Anchorage Area label	46	N 40 29' 35.800"	W 074 14' 29.400"	40.49328	-74.2415	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Delete	Anchorage Area label	47	N 40 29' 39.040"	W 074 13' 04.360"	40.49418	-74.21788	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Delete	Anchorage Area PT 2 OF 3	None	N 40 31' 37.100"	W 074 08' 07.200"	40.52697	-74.13533	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Delete	Anchorage Area PT 3 OF 3	None	N 40 31' 45.400"	W 074 08' 13.000"	40.52928	-74.13695	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Add	Anchorage Area PT 2 OF 4	None	N 40 30' 06.700"	W 074 10' 05.000"	40.50186	-74.16805	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Add	Anchorage Area PT 3 OF 4	None	N 40 29' 17.500"	W 074 10' 16.500"	40.48819	-74.17125	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Delete	Anchorage Area PT 1 OF 3	None	N 40 31' 56.600"	W 074 07' 36.330"	40.53239	-74.12675	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Add	Anchorage Area PT 1 OF 4	None	N 40 30' 20.300"	W 074 07' 36.400"	40.50564	-74.12678	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Add	Anchorage Area PT 1 OF 4	None	N 40 29' 34.000"	W 074 07' 36.500"	40.49278	-74.12681	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Add	Anchorage Area PT 4 OF 4	None	N 40 29' 05.500"	W 074 07' 36.600"	40.48486	-74.12683	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Add	Anchorage Area PT 4 OF 4	None	N 40 29' 45.200"	W 074 07' 36.500"	40.49589	-74.12681	LNM 30/16, 1st Dist	2241	12331_1	7/21/2016
12331	Relocate	KEYPORT HARBOR CHANNEL LTD BUOY 3	G "3" Fl G 4s 	N 40 27' 07.586"	W 074 11' 49.618"	40.45211	-74.19711	LNM 14/16, 1st Dist	2241	12331_1	4/14/2016
12331	Relocate	KEYPORT HARBOR CHANNEL  BUOY 12	R N "12"	N 40 26' 22.186"	W 074 12' 14.018"	40.4395	-74.2039	LNM 14/16, 1st Dist	2241	12331_1	4/14/2016
12331	Change	Depth Legend - GREAT KILLS HARBOR REACH A	10 1/2 FT FOR A WIDTH OF 150 FT MAR 2015	N 40 31' 29.200"	W 074 08' 08.200"	40.52478	-74.13561	LNM 48/15, 1st Dist	2241	12331_1	11/26/2015
12331	Change	Depth Legend - GREAT KILLS HARBOR REACH B	10 1/2 FT FOR MIDDLE HALF MAR 2015	N 40 32' 26.500"	W 074 08' 25.700"	40.5407	-74.14047	LNM 48/15, 1st Dist	2241	12331_1	11/26/2015
12331	Change	tabulation - Raritan Bay and Arthur Kill Channel Depths	tabulation - Raritan Bay and Arthur Kill Channel Depths	N 40 32' 40.000"	W 074 13' 22.000"	40.54445	-74.22278	LNM 41/15, 1st Dist	2241	12331_1	10/22/2015
12331	Add	tabulation - Raritan River Channel Depths	tabulation - Raritan River Channel Depths	N 40 32' 12.000"	W 074 13' 20.000"	40.53667	-74.22222	LNM 41/15, 1st Dist	2241	12331_1	10/22/2015
12331	Change	tabulation - RARITAN BAY, ARTHUR KILL AND RARITAN RIVER CHANNEL DEPTHS	tabulation - RARITAN BAY, ARTHUR KILL AND RARITAN RIVER CHANNEL DEPTHS	N 40 32' 40.000"	W 074 13' 22.000"	40.54445	-74.22278	LNM 33/15, 1st Dist	2241	12331_1	8/13/2015
12331	Relocate	Great Kills HBR CH BY 10	R N "10"	N 40 32' 02.854"	W 074 08' 28.532"	40.53413	-74.14126	LNM 29/15, 1st Dist	2241	12331_1	8/6/2015
12331	Delete	Sounding in Feet	4	N 40 32' 26.300"	W 074 08' 12.300"	40.54064	-74.13675	LNM 28/15, 1st Dist	2241	12331_1	7/9/2015
12331	Add	Obstruction in Feet	7 Obstn       	N 40 32' 14.400"	W 074 08' 25.300"	40.53733	-74.14036	LNM 28/15, 1st Dist	2241	12331_1	7/9/2015
12331	Add	Obstruction in Feet	9 Obstn       	N 40 32' 32.800"	W 074 08' 22.000"	40.54245	-74.13944	LNM 28/15, 1st Dist	2241	12331_1	7/9/2015
12331	Add	Wreck in Feet	4 Wk      	N 40 32' 14.400"	W 074 08' 19.800"	40.53733	-74.13883	LNM 28/15, 1st Dist	2241	12331_1	7/9/2015
12331	Add	Obstruction in Feet	4 Obstn       	N 40 32' 24.200"	W 074 08' 16.400"	40.54005	-74.13789	LNM 28/15, 1st Dist	2241	12331_1	7/9/2015
12331	Add	Obstruction in Feet	2 Obstn       	N 40 32' 19.900"	W 074 08' 13.600"	40.53886	-74.13711	LNM 28/15, 1st Dist	2241	12331_1	7/9/2015
12331	Add	Wreck in Feet	8 Wk      	N 40 32' 38.000"	W 074 07' 53.600"	40.54389	-74.13155	LNM 28/15, 1st Dist	2241	12331_1	7/9/2015
12331	Add	Wreck in Feet	7 Wk      	N 40 32' 40.400"	W 074 07' 53.100"	40.54456	-74.13142	LNM 28/15, 1st Dist	2241	12331_1	7/9/2015
12331	Add	Wreck in Feet	5 Wk      	N 40 32' 31.500"	W 074 07' 45.800"	40.54208	-74.12939	LNM 28/15, 1st Dist	2241	12331_1	7/9/2015
12331	Add	Obstruction in Feet	6 Obstn       	N 40 32' 17.400"	W 074 08' 17.200"	40.53817	-74.13811	LNM 28/15, 1st Dist	2241	12331_1	7/9/2015
12331	Add	Obstruction in Feet	1 Obstn       	N 40 32' 26.500"	W 074 08' 12.200"	40.5407	-74.13672	LNM 28/15, 1st Dist	2241	12331_1	7/9/2015
12331	Add	Wreck in Feet	4 Wk      	N 40 32' 42.800"	W 074 08' 01.800"	40.54522	-74.13383	LNM 28/15, 1st Dist	2241	12331_1	7/9/2015
12331	Add	Visible Wreck	None	N 40 32' 23.900"	W 074 07' 53.700"	40.53997	-74.13158	LNM 28/15, 1st Dist	2241	12331_1	7/9/2015
12331	Delete	Sounding in Feet	13	N 40 32' 14.460"	W 074 08' 19.900"	40.53735	-74.13886	LNM 28/15, 1st Dist	2241	12331_1	7/9/2015
12331	Change	tabulation - Raritan Bay, Arthur Kill and Raritan River Channel Depths	tabulation - Raritan Bay, Arthur Kill and Raritan River Channel Depths	N 40 32' 40.000"	W 074 13' 22.000"	40.54445	-74.22278	LNM 15/15, 1st Dist	2241	12331_1	4/9/2015
12332	Add	Obstruction in Feet	12 Obstn       	N 40 29' 03.300"	W 074 15' 25.360"	40.48425	-74.25704	LNM 52/16, 1st Dist	2240	12332_1	12/22/2016
12332	Change	tabulation - RARITAN BAY AND ARTHUR KILL CHANNEL DEPTHS	tabulation - RARITAN BAY AND ARTHUR KILL CHANNEL DEPTHS	N 40 30' 21.000"	W 074 21' 01.000"	40.50583	-74.35028	LNM 44/16, 1st Dist	2240	12332_1	10/27/2016
12332	Delete	Anchorage Area label	46	N 40 29' 35.000"	W 074 14' 38.800"	40.49306	-74.24411	LNM 30/16, 1st Dist	2240	12332_1	7/21/2016
12332	Delete	Anchorage Area label	47	N 40 29' 02.400"	W 074 16' 04.350"	40.484	-74.26788	LNM 30/16, 1st Dist	2240	12332_1	7/21/2016
12332	Delete	Anchorage Area label	47	N 40 28' 36.350"	W 074 14' 46.760"	40.47676	-74.24632	LNM 30/16, 1st Dist	2240	12332_1	7/21/2016
12332	Delete	Anchorage Area PT 1 OF 6	None	N 40 29' 17.690"	W 074 16' 23.790"	40.48825	-74.27328	LNM 30/16, 1st Dist	2240	12332_1	7/21/2016
12332	Delete	Anchorage Area PT 2 OF 6	None	N 40 29' 19.690"	W 074 16' 18.830"	40.4888	-74.2719	LNM 30/16, 1st Dist	2240	12332_1	7/21/2016
12332	Delete	Anchorage Area PT 3 OF 6	None	N 40 29' 21.410"	W 074 16' 10.970"	40.48928	-74.26971	LNM 30/16, 1st Dist	2240	12332_1	7/21/2016
12332	Delete	Anchorage Area PT 4 OF 6	None	N 40 29' 02.920"	W 074 15' 37.540"	40.48415	-74.26043	LNM 30/16, 1st Dist	2240	12332_1	7/21/2016
12332	Delete	Anchorage Area PT 5 OF 6	None	N 40 28' 48.930"	W 074 14' 30.420"	40.48026	-74.24178	LNM 30/16, 1st Dist	2240	12332_1	7/21/2016
12332	Delete	Anchorage Area PT 6 OF 6	None	N 40 28' 57.430"	W 074 14' 18.400"	40.48262	-74.23844	LNM 30/16, 1st Dist	2240	12332_1	7/21/2016
12332	Delete	Anchorage Area PT 1 OF 3	None	N 40 29' 52.200"	W 074 15' 01.800"	40.49783	-74.2505	LNM 30/16, 1st Dist	2240	12332_1	7/21/2016
12332	Delete	Anchorage Area PT 2 OF 3	None	N 40 29' 48.900"	W 074 15' 10.800"	40.49692	-74.253	LNM 30/16, 1st Dist	2240	12332_1	7/21/2016
12332	Delete	Anchorage Area PT 3 OF 3	None	N 40 29' 23.100"	W 074 14' 18.400"	40.48975	-74.23844	LNM 30/16, 1st Dist	2240	12332_1	7/21/2016
12332	Delete	Safety Zone Label	SAFETY ZONE 165.170 (see note A)	N 40 29' 28.000"	W 074 25' 14.700"	40.49111	-74.42075	LNM 48/15, 1st Dist	2240	12332_1	11/26/2015
12332	Delete	Safety Zone Label	SAFETY ZONE 165.170 (see note A)	N 40 28' 27.300"	W 074 21' 47.000"	40.47425	-74.36305	LNM 48/15, 1st Dist	2240	12332_1	11/26/2015
12332	Delete	Safety Zone PT 1 OF 2	None	N 40 29' 36.400"	W 074 16' 57.900"	40.49345	-74.28275	LNM 48/15, 1st Dist	2240	12332_1	11/26/2015
12332	Delete	Safety Zone PT 2 OF 2	None	N 40 30' 02.700"	W 074 16' 42.100"	40.50075	-74.27836	LNM 48/15, 1st Dist	2240	12332_1	11/26/2015
12332	Delete	Safety Zone Label	SAFETY ZONE 165.170 (see note A)	N 40 30' 05.000"	W 074 16' 51.000"	40.50139	-74.28083	LNM 48/15, 1st Dist	2240	12332_1	11/26/2015
12332	Change	tabulation - Raritan Bay and Arthur Kill Channel Depths	tabulation - Raritan Bay and Arthur Kill Channel Depths	N 40 30' 21.000"	W 074 21' 00.000"	40.50583	-74.35	LNM 41/15, 1st Dist	2240	12332_1	10/22/2015
12332	Change	tabulation - RARITAN BAY AND ARTHUR KILL CHANNEL DEPTHS	tabulation - RARITAN BAY AND ARTHUR KILL CHANNEL DEPTHS	N 40 30' 21.000"	W 074 21' 00.000"	40.50583	-74.35	LNM 33/15, 1st Dist	2240	12332_1	8/13/2015
12332	Change	tabulation - Raritan Bay and Arthur Kill Channel Depths	tabulation - Raritan Bay and Arthur Kill Channel Depths	N 40 30' 21.000"	W 074 21' 00.000"	40.50583	-74.35	LNM 15/15, 1st Dist	2240	12332_1	4/9/2015
12332	Change	tabulation - RARITAN BAY AND ARTHUR KILL CHANNEL DEPTHS	tabulation - RARITAN BAY AND ARTHUR KILL CHANNEL DEPTHS	N 40 30' 21.000"	W 074 21' 01.000"	40.50583	-74.35028	LNM 25/14, 1st Dist	2240	12332_1	6/19/2014
12332	Change	tabulation - RARITAN RIVER CHANNEL DEPTHS	tabulation - RARITAN RIVER CHANNEL DEPTHS	N 40 31' 02.000"	W 074 21' 03.000"	40.51722	-74.35083	LNM 25/14, 1st Dist	2240	12332_1	6/19/2014
12332	Change	tabulation - RARITAN BAY AND ARTHUR KILL CHANNEL DEPTHS	tabulation - RARITAN BAY AND ARTHUR KILL CHANNEL DEPTHS	N 40 30' 21.000"	W 074 21' 01.000"	40.50583	-74.35028	LNM 20/14, 1st Dist	2240	12332_1	5/22/2014
12332	Add	Safety Zone Label	SAFETY ZONE 165.170 (see note A)	N 40 28' 27.200"	W 074 21' 47.200"	40.47422	-74.36311	LNM 19/14, 1st Dist	2240	12332_1	5/8/2014
12332	Add	Safety Zone Label	SAFETY ZONE 165.170 (see note A)	N 40 29' 28.000"	W 074 25' 15.400"	40.49111	-74.42094	LNM 19/14, 1st Dist	2240	12332_1	5/8/2014
12332	Add	Safety Zone PT 1 OF 2	(Chart No. 1: N1.2)	N 40 29' 36.350"	W 074 16' 57.880"	40.49343	-74.28275	LNM 19/14, 1st Dist	2240	12332_1	5/8/2014
12332	Add	Safety Zone PT 2 OF 2	(Chart No. 1: N1.2)	N 40 30' 02.710"	W 074 16' 42.110"	40.50075	-74.27837	LNM 19/14, 1st Dist	2240	12332_1	5/8/2014
12332	Add	Safety Zone Label	SAFETY ZONE 165.170 (see note A)	N 40 30' 04.900"	W 074 16' 50.100"	40.50136	-74.28059	LNM 19/14, 1st Dist	2240	12332_1	5/8/2014
12332	Add	Raritan River Daybeacon 39	G "39"	N 40 28' 39.259"	W 074 22' 37.758"	40.47757	-74.37715	LNM 43/13, 1st Dist	2240	12332_1	10/28/2013
12332	Add	Raritan River Daybeacon 37	G "37"	N 40 28' 42.339"	W 074 21' 58.566"	40.47843	-74.36627	LNM 43/13, 1st Dist	2240	12332_1	10/28/2013
12332	Change	Tabulation - RARITAN BAY AND ARTHUR KILL CHANNEL	Tabulation - RARITAN BAY AND ARTHUR KILL CHANNEL	N 40 30' 21.000"	W 074 21' 01.000"	40.50583	-74.35028	LNM 43/13, 1st Dist	2240	12332_1	10/15/2013
12332	Add	Obstruction	Obstn      Chart No. 1: K40	N 40 28' 58.000"	W 074 14' 44.100"	40.48278	-74.24558	LNM 39/13, 1st Dist	2240	12332_1	9/18/2013
12333	Add	PILE	Pile	N 40 38' 50.700"	W 074 08' 53.480"	40.64742	-74.14819	LNM 14/17, 1st Dist	2239	12333_1	4/13/2017
12333	Relocate	KILL VAN KULL CHANNEL LTD BUOY 9	G "9" Fl G 6s	N 40 38' 46.740"	W 074 06' 26.148"	40.64632	-74.10726	LNM 10/17, 1st Dist	2239	12333_1	3/23/2017
12333	Relocate	NEWARK BAY CHANNEL LTD BUOY 4	R "4" Fl R 4s	N 40 38' 50.517"	W 074 08' 54.877"	40.64737	-74.14857	LNM 08/17, 1st Dist	2239	12333_1	3/2/2017
12333	Delete	ANCHORAGE AREA LABEL	34	N 40 40' 17.400"	W 074 11' 36.000"	40.6715	-74.19334	LNM 08/17, 1st Dist	2239	12333_1	3/2/2017
12333	Delete	ANCHORAGE AREA LABEL	36	N 40 40' 17.400"	W 074 11' 30.000"	40.6715	-74.19167	LNM 08/17, 1st Dist	2239	12333_1	3/2/2017
12333	Delete	ANCHORAGE AREA LABEL	37	N 40 40' 17.400"	W 074 11' 32.700"	40.6715	-74.19241	LNM 08/17, 1st Dist	2239	12333_1	3/2/2017
12333	Change	tabulation - KILL VAN KULL, NEWARK BAY AND ARTHUR KILL CHANNEL DEPTHS	tabulation - KILL VAN KULL, NEWARK BAY AND ARTHUR KILL CHANNEL DEPTHS	N 40 36' 14.000"	W 074 04' 58.000"	40.60389	-74.08278	LNM 08/17, 1st Dist	2239	12333_1	2/16/2017
12333	Change	tabulation - KILL VAN KULL, NEWARK BAY AND ARTHUR KILL CHANNEL DEPTHS	tabulation - KILL VAN KULL, NEWARK BAY AND ARTHUR KILL CHANNEL DEPTHS	N 40 36' 14.000"	W 074 04' 58.000"	40.60389	-74.08278	LNM 04/17, 1st Dist	2239	12333_1	1/19/2017
12333	Change	tabulation - KILL VAN KULL, NEWARK BAY AND ARTHUR KILL CHANNEL DEPTHS	tabulation - KILL VAN KULL, NEWARK BAY AND ARTHUR KILL CHANNEL DEPTHS	N 40 36' 14.000"	W 074 04' 58.000"	40.60389	-74.08278	LNM 02/17, 1st Dist	2239	12333_1	1/12/2017
12333	Change	tabulation - KILL VAN KULL, NEWARK BAY AND ARTHUR KILL CHANNEL DEPTHS	tabulation - KILL VAN KULL, NEWARK BAY AND ARTHUR KILL CHANNEL DEPTHS	N 40 36' 14.000"	W 074 04' 58.000"	40.60389	-74.08278	LNM 49/16, 1st Dist	2239	12333_1	12/1/2016
12333	Change	tabulation - KILL VAN KULL, NEWARK BAY AND ARTHUR KILL CHANNEL DEPTHS	tabulation - KILL VAN KULL, NEWARK BAY AND ARTHUR KILL CHANNEL DEPTHS	N 40 36' 14.000"	W 074 04' 58.000"	40.60389	-74.08278	LNM 45/16, 1st Dist	2239	12333_1	11/3/2016
12333	Delete	Anchorage Area PT 1 OF 8	None	N 40 40' 51.000"	W 074 08' 29.700"	40.68083	-74.14159	LNM 30/16, 1st Dist	2239	12333_1	7/21/2016
12333	Delete	Anchorage Area PT 2 OF 8	None	N 40 41' 12.700"	W 074 08' 09.900"	40.68686	-74.13609	LNM 30/16, 1st Dist	2239	12333_1	7/21/2016
12333	Delete	Anchorage Area PT 3 OF 8	None	N 40 41' 13.100"	W 074 08' 06.100"	40.68697	-74.13503	LNM 30/16, 1st Dist	2239	12333_1	7/21/2016
12333	Delete	Anchorage Area PT 4 OF 8	None	N 40 41' 03.300"	W 074 07' 56.500"	40.68425	-74.13236	LNM 30/16, 1st Dist	2239	12333_1	7/21/2016
12333	Delete	Anchorage Area PT 5 OF 8	None	N 40 40' 54.400"	W 074 07' 56.500"	40.68178	-74.13236	LNM 30/16, 1st Dist	2239	12333_1	7/21/2016
12333	Delete	Anchorage Area PT 6 OF 8	None	N 40 40' 36.600"	W 074 08' 04.800"	40.67683	-74.13467	LNM 30/16, 1st Dist	2239	12333_1	7/21/2016
12333	Delete	Anchorage Area PT 7 OF 8	None	N 40 40' 34.100"	W 074 08' 12.000"	40.67614	-74.13667	LNM 30/16, 1st Dist	2239	12333_1	7/21/2016
12333	Delete	Anchorage Area PT 8 OF 8	None	N 40 40' 44.600"	W 074 08' 29.700"	40.67905	-74.14159	LNM 30/16, 1st Dist	2239	12333_1	7/21/2016
12333	Delete	Anchorage Area label	36	N 40 40' 47.500"	W 074 08' 13.000"	40.67986	-74.13695	LNM 30/16, 1st Dist	2239	12333_1	7/21/2016
12333	Delete	Anchorage Area label	37	N 40 39' 29.100"	W 074 08' 22.200"	40.65808	-74.1395	LNM 30/16, 1st Dist	2239	12333_1	7/21/2016
12333	Delete	Anchorage Area PT 1 OF 5	None	N 40 38' 52.200"	W 074 09' 41.100"	40.64783	-74.16142	LNM 30/16, 1st Dist	2239	12333_1	7/21/2016
12333	Delete	Anchorage Area PT 2 OF 5	None	N 40 38' 52.000"	W 074 09' 41.600"	40.64778	-74.16155	LNM 30/16, 1st Dist	2239	12333_1	7/21/2016
12333	Delete	Anchorage Area PT 3 OF 5	None	N 40 38' 51.000"	W 074 10' 36.500"	40.6475	-74.1768	LNM 30/16, 1st Dist	2239	12333_1	7/21/2016
12333	Delete	Anchorage Area PT 4 OF 5	None	N 40 39' 16.800"	W 074 09' 56.300"	40.65467	-74.16564	LNM 30/16, 1st Dist	2239	12333_1	7/21/2016
12333	Delete	Anchorage Area PT 5 OF 5	None	N 40 39' 16.200"	W 074 09' 36.900"	40.6545	-74.16025	LNM 30/16, 1st Dist	2239	12333_1	7/21/2016
