Chart	Action	ItemName	ChartingLa	Latitude	Longitude	LatDD	LongDD	PublishedD	Kapp	RNCPanel	RNCPosted
11404	Add	ST GEORGE ISLAND LIGHTED BUOY 3	G "3" Fl G 2.5s	N 29 37' 07.222"	W 084 57' 44.027"	29.61867	-84.96223	LNM 15/16, 8th Dist	144	11404_1	4/21/2016
11404	Add	ST GEORGE ISLAND LIGHTED BUOY 4	R "4" Fl R 2.5s	N 29 37' 07.408"	W 084 57' 42.223"	29.61872	-84.96173	LNM 15/16, 8th Dist	144	11404_1	4/21/2016
11404	Add	ST GEORGE ISLAND LIGHTED BUOY 5	G "5" Fl G 4s	N 29 37' 19.710"	W 084 57' 50.007"	29.62214	-84.96389	LNM 15/16, 8th Dist	144	11404_1	4/21/2016
11404	Add	ST GEORGE ISLAND LIGHTED BUOY 6	R "6" Fl R 4s 	N 29 37' 20.193"	W 084 57' 48.114"	29.62228	-84.96336	LNM 15/16, 8th Dist	144	11404_1	4/21/2016
11404	Relocate	Carrabelle River Buoy 23	G C "23"	N 29 51' 04.832"	W 084 40' 57.268"	29.85134	-84.68257	LNM 05/16, 8th Dist	145	11404_2	2/11/2016
11404	Delete	Fixed Bridge	Chart No. 1: D22	N 29 43' 26.630"	W 084 58' 35.770"	29.72406	-84.9766	LNM 44/15, 8th Dist	144	11404_1	10/29/2015
11404	Add	Fixed Bridge PT 1 OF 8	Chart No. 1: D22	N 29 43' 25.550"	W 084 58' 50.700"	29.72376	-84.98075	LNM 44/15, 8th Dist	144	11404_1	10/29/2015
11404	Add	Fixed Bridge PT 2 OF 8	Chart No. 1: D22	N 29 43' 25.670"	W 084 58' 48.190"	29.7238	-84.98005	LNM 44/15, 8th Dist	144	11404_1	10/29/2015
11404	Add	Fixed Bridge PT 3 OF 8	Chart No. 1: D22	N 29 43' 28.610"	W 084 58' 37.870"	29.72461	-84.97719	LNM 44/15, 8th Dist	144	11404_1	10/29/2015
11404	Add	Fixed Bridge PT 4 OF 8	Chart No. 1: D22	N 29 43' 32.720"	W 084 58' 23.810"	29.72576	-84.97328	LNM 44/15, 8th Dist	144	11404_1	10/29/2015
11404	Add	Fixed Bridge PT 5 OF 8	Chart No. 1: D22	N 29 43' 32.100"	W 084 58' 23.610"	29.72558	-84.97323	LNM 44/15, 8th Dist	144	11404_1	10/29/2015
11404	Add	Fixed Bridge PT 6 OF 8	Chart No. 1: D22	N 29 43' 28.000"	W 084 58' 37.620"	29.72445	-84.97712	LNM 44/15, 8th Dist	144	11404_1	10/29/2015
11404	Add	Fixed Bridge PT 7 OF 8	Chart No. 1: D22	N 29 43' 25.020"	W 084 58' 48.020"	29.72362	-84.98	LNM 44/15, 8th Dist	144	11404_1	10/29/2015
11404	Add	Fixed Bridge PT 8 OF 8	Chart No. 1: D22	N 29 43' 24.870"	W 084 58' 50.470"	29.72358	-84.98068	LNM 44/15, 8th Dist	144	11404_1	10/29/2015
11404	Change	Depth Legend - SCIPIO CREEK to:	7 1/2 FT FOR A MID-WIDTH OF 40 FT AUG 2014	N 29 43' 56.000"	W 084 59' 16.000"	29.73222	-84.98778	LNM 41/15, 8th Dist	144	11404_1	10/29/2015
11404	Change	Depth Legend - BOAT BASIN to:	6 FT AUG 2014	N 29 44' 02.000"	W 084 59' 42.500"	29.73389	-84.99514	LNM 41/15, 8th Dist	144	11404_1	10/29/2015
11404	Add	Channel reach separation line PT 1 OF 2	magenta line	N 29 44' 05.100"	W 084 59' 39.400"	29.73475	-84.99428	LNM 41/15, 8th Dist	144	11404_1	10/8/2015
11404	Add	Channel reach separation line PT 2 OF 2	magenta line	N 29 44' 05.900"	W 084 59' 41.500"	29.73497	-84.99486	LNM 41/15, 8th Dist	144	11404_1	10/8/2015
11404	Change	Depth Legend - Scipio Creek Turning Basin to:	7 FT JUL 2015	N 29 44' 02.000"	W 084 59' 42.500"	29.73389	-84.99514	LNM 41/15, 8th Dist	144	11404_1	10/8/2015
11404	Delete	Carrabelle River Daybeacon 21	G "21"	N 29 50' 57.453"	W 084 40' 44.421"	29.84929	-84.67901	LNM 32/15, 8th Dist	145	11404_2	8/27/2015
11404	Add	Carrabelle River Buoy 21	G C "21"	N 29 50' 57.481"	W 084 40' 44.419"	29.8493	-84.67901	LNM 32/15, 8th Dist	145	11404_2	8/27/2015
11404	Change	tabulation - CARRABELLE HARBOR CHANNEL DEPTHS	tabulation - CARRABELLE HARBOR CHANNEL DEPTHS	N 29 50' 37.000"	W 084 54' 21.000"	29.84361	-84.90583	LNM 29/15, 8th Dist	144	11404_1	7/16/2015
11404	Change	Depth Legend - East Point Entrance Channel to:	ENTRANCE CHANNEL 1 1/2 FT BY 100 FT AUG 2014	N 29 44' 13.800"	W 084 52' 22.000"	29.73717	-84.87278	LNM 28/15, 8th Dist	144	11404_1	7/16/2015
11404	Change	Depth Legend - East Point West Arm Channel to:	WEST ARM CHANNEL 1/2 FT BY 100 FT AUG 2014	N 29 44' 13.000"	W 084 52' 36.500"	29.73694	-84.87681	LNM 28/15, 8th Dist	144	11404_1	7/16/2015
11404	Change	Depth Legend - Bob Sikes Pass to:	2 FT FOR A MID-WIDTH OF 50-100 FT JAN 2015	N 29 36' 55.500"	W 084 57' 35.900"	29.61542	-84.95997	LNM 19/15, 8th Dist	144	11404_1	5/14/2015
11404	Change	East Point Channel Daybeacon 4	R "4" Ra Ref	N 29 44' 18.063"	W 084 52' 24.166"	29.73835	-84.87338	LNM 17/15, 8th Dist	144	11404_1	5/7/2015
11433	Change	Flamingo Channel Light 9	Fl G 4s 16ft 5M "9" Priv	N 25 07' 25.234"	W 080 55' 46.746"	25.12368	-80.92965	LNM 31/17, 7th Dist	352	11433_1	8/24/2017
11433	Change	Flamingo Channel Daybeacon 12	R "12" Priv	N 25 07' 49.047"	W 080 55' 38.905"	25.13029	-80.92747	LNM 31/17, 7th Dist	352	11433_1	8/24/2017
11433	Change	Flamingo Channel Daybeacon 14	R "14" Priv	N 25 08' 12.603"	W 080 55' 32.087"	25.13684	-80.92558	LNM 31/17, 7th Dist	352	11433_1	8/24/2017
11433	Change	Flamingo Channel Light 15	Fl G 2.5s 16ft 4M "15" Priv	N 25 08' 24.064"	W 080 55' 26.596"	25.14002	-80.92406	LNM 31/17, 7th Dist	352	11433_1	8/24/2017
11433	Change	Flamingo Channel Daybeacon 16	R "16" Priv	N 25 08' 19.649"	W 080 55' 27.422"	25.13879	-80.92429	LNM 31/17, 7th Dist	352	11433_1	8/24/2017
11433	Change	Flamingo Channel Daybeacon 18	R "18" Priv	N 25 08' 25.076"	W 080 55' 19.261"	25.1403	-80.92202	LNM 31/17, 7th Dist	352	11433_1	8/24/2017
11433	Change	Coot Bay Daybeacon 2	R "2" Priv	N 25 11' 06.120"	W 080 54' 43.599"	25.18503	-80.91211	LNM 31/17, 7th Dist	352	11433_1	8/24/2017
11433	Change	Coot Bay Daybeacon 8	R "8" Priv	N 25 12' 12.948"	W 080 55' 36.723"	25.2036	-80.92686	LNM 31/17, 7th Dist	352	11433_1	8/24/2017
11433	Change	Whitewater Bay Daybeacon 10	R "10" Priv	N 25 12' 42.648"	W 080 55' 51.423"	25.21185	-80.93095	LNM 31/17, 7th Dist	352	11433_1	8/24/2017
11433	Change	Whitewater Bay Daybeacon 14	R "14" Priv	N 25 14' 20.076"	W 080 56' 13.077"	25.23891	-80.93697	LNM 31/17, 7th Dist	352	11433_1	8/24/2017
11433	Change	Whitewater Bay Daybeacon 23	G "23" Priv	N 25 15' 55.614"	W 080 58' 11.949"	25.26545	-80.96999	LNM 31/17, 7th Dist	352	11433_1	8/24/2017
11433	Change	Whitewater Bay Daybeacon 25	G "25" Priv	N 25 15' 57.618"	W 080 58' 26.475"	25.266	-80.97402	LNM 31/17, 7th Dist	352	11433_1	8/24/2017
11433	Change	Whitewater Bay Daybeacon 26	R "26" Priv	N 25 16' 14.118"	W 080 58' 35.457"	25.27059	-80.97652	LNM 31/17, 7th Dist	352	11433_1	8/24/2017
11433	Change	Whitewater Bay Daybeacon 34	R "34" Priv	N 25 17' 40.206"	W 081 00' 18.537"	25.2945	-81.00515	LNM 31/17, 7th Dist	352	11433_1	8/24/2017
11433	Change	Whitewater Bay Daybeacon 40	R "40" Priv	N 25 19' 12.708"	W 081 01' 49.611"	25.3202	-81.03045	LNM 31/17, 7th Dist	352	11433_1	8/24/2017
11433	Change	Cormorant Pass Daybeacon 48	R "48" Priv	N 25 19' 52.727"	W 081 03' 20.638"	25.33131	-81.05573	LNM 31/17, 7th Dist	352	11433_1	8/24/2017
11433	Change	Oyster Bay Daybeacon 53	G "53" Priv	N 25 19' 36.368"	W 081 04' 59.041"	25.32677	-81.08307	LNM 31/17, 7th Dist	352	11433_1	8/24/2017
11433	Change	Oyster Bay Daybeacon 63	G "63" Priv	N 25 20' 16.912"	W 081 05' 53.700"	25.33803	-81.09825	LNM 31/17, 7th Dist	352	11433_1	8/24/2017
11433	Change	Little Shark River Daybeacon 69	G "69" Priv	N 25 19' 52.763"	W 081 07' 14.906"	25.33132	-81.1208	LNM 31/17, 7th Dist	352	11433_1	8/24/2017
11433	Change	Little Shark River Entrance Light 1	Fl G 4s 16ft 5M "1"	N 25 19' 21.164"	W 081 09' 14.380"	25.32255	-81.15399	LNM 50/16, 7th Dist	352	11433_1	12/22/2016
11433	Change	East Cape Light 5	Fl G 4s 16ft 5M "5"	N 25 05' 46.673"	W 081 01' 51.452"	25.0963	-81.03096	LNM 50/16, 7th Dist	352	11433_1	12/22/2016
11433	Change	Flamingo Channel Light 15	Fl G 2.5s 16ft 4M "15"	N 25 08' 24.064"	W 080 55' 26.596"	25.14002	-80.92406	LNM 50/16, 7th Dist	352	11433_1	12/22/2016
11433	Delete	Cormorant Pass Daybeacon 44	R "44"	N 25 19' 26.622"	W 081 02' 31.563"	25.32406	-81.0421	LNM 39/16, 7th Dist	352	11433_1	10/6/2016
11433	Delete	Cormorant Pass Daybeacon 45	G "45"	N 25 19' 26.772"	W 081 02' 46.737"	25.3241	-81.04632	LNM 39/16, 7th Dist	352	11433_1	10/6/2016
11433	Delete	Little Shark River Daybeacon 64	R "64"	N 25 20' 20.897"	W 081 06' 00.502"	25.33914	-81.10014	LNM 39/16, 7th Dist	352	11433_1	10/6/2016
11433	Delete	Little Shark River Daybeacon 65	G "65"	N 25 20' 16.057"	W 081 06' 17.423"	25.33779	-81.10484	LNM 39/16, 7th Dist	352	11433_1	10/6/2016
11433	Delete	Little Shark River Daybeacon 67	G "67"	N 25 20' 10.774"	W 081 06' 34.356"	25.33633	-81.10954	LNM 39/16, 7th Dist	352	11433_1	10/6/2016
11433	Delete	Little Shark River Daybeacon 68	R "68"	N 25 20' 07.737"	W 081 06' 42.713"	25.33548	-81.11186	LNM 39/16, 7th Dist	352	11433_1	10/6/2016
11433	Delete	Little Shark River Daybeacon 70	R "70" PA	N 25 19' 54.400"	W 081 07' 15.200"	25.33178	-81.12089	LNM 39/16, 7th Dist	352	11433_1	10/6/2016
11433	Delete	Oyster Bay Daybeacon 50	R "50"	N 25 19' 57.287"	W 081 03' 41.918"	25.33258	-81.06165	LNM 39/16, 7th Dist	352	11433_1	10/6/2016
11433	Delete	Oyster Bay Daybeacon 55	G "55"	N 25 19' 36.068"	W 081 05' 07.961"	25.32668	-81.08555	LNM 39/16, 7th Dist	352	11433_1	10/6/2016
11433	Delete	Oyster Bay Daybeacon 57	G "57"	N 25 19' 47.838"	W 081 05' 22.711"	25.32995	-81.08965	LNM 39/16, 7th Dist	352	11433_1	10/6/2016
11433	Delete	Oyster Bay Daybeacon 59	G "59"	N 25 20' 04.800"	W 081 05' 36.400"	25.33467	-81.09344	LNM 39/16, 7th Dist	352	11433_1	10/6/2016
11433	Delete	Oyster Bay Daybeacon 62	R "62"	N 25 20' 14.357"	W 081 05' 45.687"	25.33732	-81.09602	LNM 39/16, 7th Dist	352	11433_1	10/6/2016
11433	Delete	Cormorant Pass Buoy 47	G C "47"	N 25 19' 35.427"	W 081 03' 08.979"	25.32651	-81.0525	LNM 39/16, 7th Dist	352	11433_1	10/6/2016
11433	Change	Flamingo Channel Light 9	Fl G 4s 16ft 5M "9"	N 25 07' 25.234"	W 080 55' 46.746"	25.12368	-80.92965	LNM 28/16, 7th Dist	352	11433_1	7/21/2016
11433	Delete	Cormorant Pass Daybeacon 42	R "42"	N 25 19' 21.174"	W 081 02' 13.851"	25.32255	-81.03718	LNM 50/15, 7th Dist	352	11433_1	12/24/2015
11433	Delete	Oyster Bay Daybeacon 61	G "61"	N 25 20' 09.457"	W 081 05' 45.222"	25.33596	-81.09589	LNM 50/15, 7th Dist	352	11433_1	12/24/2015
11433	Delete	Coot Bay Buoy 1	G C "1"	N 25 11' 02.658"	W 080 54' 44.601"	25.18407	-80.91239	LNM 50/15, 7th Dist	352	11433_1	12/24/2015
11433	Delete	Coot Bay Buoy 4	R N "4"	N 25 11' 39.736"	W 080 55' 12.244"	25.19437	-80.92007	LNM 50/15, 7th Dist	352	11433_1	12/24/2015
11433	Delete	Coot Bay Daybeacon 5	G "5"	N 25 12' 03.648"	W 080 55' 33.009"	25.20101	-80.92583	LNM 50/15, 7th Dist	352	11433_1	12/24/2015
11433	Delete	Coot Bay Daybeacon 6	R "6"	N 25 12' 04.362"	W 080 55' 32.211"	25.20121	-80.92561	LNM 50/15, 7th Dist	352	11433_1	12/24/2015
11433	Delete	Flamingo Channel Daybeacon 10	R "10"	N 25 07' 24.735"	W 080 55' 44.838"	25.12354	-80.92912	LNM 50/15, 7th Dist	352	11433_1	12/24/2015
11433	Delete	Flamingo Channel Daybeacon 11	G "11"	N 25 07' 38.981"	W 080 55' 43.122"	25.12749	-80.92864	LNM 50/15, 7th Dist	352	11433_1	12/24/2015
11433	Delete	Flamingo Channel Daybeacon 13	G "13" PA	N 25 08' 01.450"	W 080 55' 35.256"	25.13374	-80.92646	LNM 50/15, 7th Dist	352	11433_1	12/24/2015
11433	Delete	Whitewater Bay Buoy 32	R N "32"	N 25 17' 14.292"	W 080 59' 43.707"	25.2873	-80.99548	LNM 50/15, 7th Dist	352	11433_1	12/24/2015
11433	Delete	Whitewater Bay Daybeacon 12	R "12"	N 25 13' 38.994"	W 080 56' 02.877"	25.2275	-80.93414	LNM 50/15, 7th Dist	352	11433_1	12/24/2015
11433	Delete	Whitewater Bay Daybeacon 18	R "18"	N 25 14' 53.592"	W 080 56' 49.557"	25.24822	-80.9471	LNM 50/15, 7th Dist	352	11433_1	12/24/2015
11433	Delete	Whitewater Bay Daybeacon 20	R "20"	N 25 15' 17.958"	W 080 57' 19.989"	25.25499	-80.95555	LNM 50/15, 7th Dist	352	11433_1	12/24/2015
11433	Delete	Whitewater Bay Daybeacon 22	R "22"	N 25 15' 41.034"	W 080 57' 46.263"	25.2614	-80.96285	LNM 50/15, 7th Dist	352	11433_1	12/24/2015
11433	Delete	Whitewater Bay Daybeacon 28	R "28"	N 25 16' 31.962"	W 080 58' 51.501"	25.27555	-80.98097	LNM 50/15, 7th Dist	352	11433_1	12/24/2015
11433	Delete	Whitewater Bay Daybeacon 30	R "30"	N 25 16' 46.740"	W 080 59' 09.021"	25.27965	-80.98584	LNM 50/15, 7th Dist	352	11433_1	12/24/2015
11433	Delete	Whitewater Bay Daybeacon 33	G "33"	N 25 17' 32.664"	W 081 00' 11.445"	25.29241	-81.00318	LNM 50/15, 7th Dist	352	11433_1	12/24/2015
11433	Delete	Whitewater Bay Daybeacon 35	G "35"	N 25 17' 51.961"	W 081 00' 35.984"	25.29777	-81.00999	LNM 50/15, 7th Dist	352	11433_1	12/24/2015
11433	Delete	Whitewater Bay Daybeacon 36	R "36"	N 25 18' 25.164"	W 081 01' 07.065"	25.30699	-81.01863	LNM 50/15, 7th Dist	352	11433_1	12/24/2015
11433	Delete	Whitewater Bay Daybeacon 38	R "38"	N 25 18' 51.444"	W 081 01' 30.603"	25.31429	-81.02517	LNM 50/15, 7th Dist	352	11433_1	12/24/2015
11433	Delete	Coot Bay Buoy 3	G C "3"	N 25 11' 20.352"	W 080 54' 58.527"	25.18899	-80.91626	LNM 45/15, 7th Dist	352	11433_1	11/19/2015
11433	Delete	Oyster Bay Buoy 51	G C "51"	N 25 19' 50.614"	W 081 04' 21.802"	25.33073	-81.07272	LNM 45/15, 7th Dist	352	11433_1	11/19/2015
11433	Relocate	Flamingo Channel Buoy 14	R N "14"	N 25 08' 12.603"	W 080 55' 32.087"	25.13684	-80.92558	LNM 23/14, 7th Dist	352	11433_1	6/19/2014
11433	Delete	Flamingo Channel Daybeacon 14	R "14"	N 25 08' 12.509"	W 080 55' 31.531"	25.13681	-80.92542	LNM 29/11, 7th Dist	352	11433_1	5/24/2011
11433	Add	Flamingo Channel Buoy 14	R N "14"	N 25 08' 12.509"	W 080 55' 31.531"	25.13681	-80.92542	LNM 29/11, 7th Dist	352	11433_1	5/24/2011
11433	Relocate	Coot Bay Buoy 3	G C "3"	N 25 11' 20.352"	W 080 54' 58.527"	25.18899	-80.91626	LNM 16/11, 7th Dist	352	11433_1	4/20/2011
11433	Relocate	Flamingo Channel Daybeacon 14	R "14"	N 25 08' 12.509"	W 080 55' 31.531"	25.13681	-80.92542	LNM 16/11, 7th Dist	352	11433_1	4/20/2011
11433	Delete	Cormorant Pass Daybeacon 47	G "47"	N 25 19' 35.427"	W 081 03' 08.979"	25.32651	-81.0525	LNM 06/11, 7th Dist	352	11433_1	2/14/2011
11433	Add	Cormorant Pass Buoy 47	G C "47"	N 25 19' 35.427"	W 081 03' 08.979"	25.32651	-81.0525	LNM 06/11, 7th Dist	352	11433_1	2/14/2011
11433	Delete	Oyster Bay Daybeacon 51	G "51"	N 25 19' 50.614"	W 081 04' 21.802"	25.33073	-81.07272	LNM 06/11, 7th Dist	352	11433_1	2/14/2011
11433	Add	Oyster Bay Buoy 51	G C "51"	N 25 19' 50.614"	W 081 04' 21.802"	25.33073	-81.07272	LNM 06/11, 7th Dist	352	11433_1	2/14/2011
11433	Delete	Coot Bay Daybeacon 3	G "3"	N 25 11' 20.904"	W 080 54' 57.177"	25.18914	-80.91589	LNM 33/10, 7th Dist	352	11433_1	8/21/2010
11433	Add	Coot Bay Buoy 3	G C "3"	N 25 11' 20.904"	W 080 54' 57.177"	25.18914	-80.91589	LNM 33/10, 7th Dist	352	11433_1	8/21/2010
11433	Delete	Coot Bay Daybeacon 4	R "4"	N 25 11' 39.736"	W 080 55' 12.244"	25.19437	-80.92007	LNM 33/10, 7th Dist	352	11433_1	8/21/2010
11433	Add	Coot Bay Buoy 4	R N  "4"	N 25 11' 39.736"	W 080 55' 12.244"	25.19437	-80.92007	LNM 33/10, 7th Dist	352	11433_1	8/21/2010
11433	Delete	Whitewater Bay Daybeacon 32	R "32"	N 25 17' 14.292"	W 080 59' 43.707"	25.2873	-80.99548	LNM 33/10, 7th Dist	352	11433_1	8/21/2010
11433	Add	Whitewater Bay Buoy 32	R N "32"	N 25 17' 14.292"	W 080 59' 43.707"	25.2873	-80.99548	LNM 33/10, 7th Dist	352	11433_1	8/21/2010
11433	Add	HURRICANES AND TROPICAL STORMS STORM	Hurricanes, tropical storms and other major storms may cause considerable damage to marine structures, aids to navigation and moored vessels, resulting in submerged debris in unknown locations. Charted soundings, channel depths and shoreline may not reflect actual conditions following these storms. Fixed aids to navigation may have been damaged or destroyed. Buoys may have been moved from charted positions, damaged, sunk extinguished or otherwise made inoperative. Mariners should not rely upon the position or operation of an aid to navigation. Wrecks and submerged obstructions may have been displaced from charted locations. Pipelines may have become uncovered or moved. Mariners are urged to exercise extreme caution and are requested to report aids to navigation discrepancies and hazards to navigation to the nearest United States Coast Guard unit.	N 25 04' 05.000"	W 081 11' 38.000"	25.06806	-81.19389	LNM 15/06, 7th Dist	352	11433_1	2/13/2008
11433	Relocate	Little Shark River Entrance DB 3	G "3"	N 25 19' 30.570"	W 081 08' 57.752"	25.32516	-81.14938	LNM 48/05, 7th Dist	352	11433_1	2/13/2008
11433	Relocate	Little Shark River Entrance DB 4	R "4"	N 25 19' 38.026"	W 081 08' 43.296"	25.32723	-81.14536	LNM 48/05, 7th Dist	352	11433_1	2/13/2008
11433	Relocate	Little Shark River Entrance LT 1	Fl G 4s 16ft 4M "1"	N 25 19' 21.164"	W 081 09' 14.380"	25.32255	-81.15399	LNM 48/05, 7th Dist	352	11433_1	2/13/2008
11433	Relocate	Little Shark River DB 67	G "67"	N 25 20' 10.774"	W 081 06' 34.356"	25.33633	-81.10954	LNM 48/05, 7th Dist	352	11433_1	2/13/2008
11433	Relocate	Little Shark River DB 69	G "69"	N 25 19' 52.763"	W 081 07' 14.906"	25.33132	-81.1208	LNM 48/05, 7th Dist	352	11433_1	2/13/2008
11433	Relocate	Oyster Bay DB 62	R "62"	N 25 20' 14.357"	W 081 05' 45.687"	25.33732	-81.09602	LNM 48/05, 7th Dist	352	11433_1	2/13/2008
11433	Relocate	Oyster Bay DB 63	G "63"	N 25 20' 16.912"	W 081 05' 53.700"	25.33803	-81.09825	LNM 48/05, 7th Dist	352	11433_1	2/13/2008
11433	Relocate	Flamingo Channel Lt 9	Fl G 4s 16ft 4M "9"	N 25 07' 25.234"	W 080 55' 46.746"	25.12368	-80.92965	LNM 48/05, 7th Dist	352	11433_1	2/13/2008
11433	Relocate	East Cape DB 1A	G "1A"	N 25 06' 30.932"	W 081 05' 08.391"	25.10859	-81.08566	LNM 48/05, 7th Dist	352	11433_1	2/13/2008
11433	Relocate	East Cape Light 2	Fl R 4s 16ft 5M "2"	N 25 05' 00.014"	W 081 04' 57.793"	25.08334	-81.08272	LNM 47/05, 7th Dist	352	11433_1	2/13/2008
11439	Add	Obstruction in Feet	18 Obstn       Chart No. 1: K41	N 24 27' 29.900"	W 081 52' 06.000"	24.45831	-81.86833	LNM 12/17, 7th Dist	356	11439_1	3/16/2017
11439	Change	Key West Northwest Channel Jetty Light A	Q Y 18ft 4M "A"	N 24 38' 27.737"	W 081 53' 34.035"	24.64104	-81.89278	LNM 11/16, 7th Dist	356	11439_1	3/24/2016
11439	Delete	Coalbin Rock Buoy CB	RG N "CB"	N 24 27' 03.518"	W 082 05' 17.751"	24.45098	-82.08826	LNM 29/15, 7th Dist	356	11439_1	7/30/2015
11439	Delete	Marquesas Rock Buoy MR	RG N "MR"	N 24 27' 29.751"	W 082 12' 27.962"	24.45826	-82.20776	LNM 29/15, 7th Dist	356	11439_1	7/30/2015
11439	Delete	Key West Southwest Channel Lighted Buoy SW	RW "SW" Mo (A)	N 24 26' 38.547"	W 081 58' 47.341"	24.44404	-81.97982	LNM 29/15, 7th Dist	356	11439_1	7/30/2015
11439	Delete	Key West Southwest Channel Buoy 2	R N "2"	N 24 28' 28.992"	W 081 54' 48.417"	24.47472	-81.91345	LNM 28/15, 7th Dist	356	11439_1	7/23/2015
11439	Delete	Key West Southwest Channel Buoy 3	G C "3"	N 24 29' 02.631"	W 081 54' 15.647"	24.48406	-81.90434	LNM 28/15, 7th Dist	356	11439_1	7/23/2015
11439	Delete	Key West Southwest Channel Buoy 4	R N "4"	N 24 29' 32.649"	W 081 53' 25.646"	24.4924	-81.89046	LNM 28/15, 7th Dist	356	11439_1	7/23/2015
11439	Delete	Key West Southwest Channel Buoy A	RW C "A"	N 24 27' 07.368"	W 081 57' 47.310"	24.45205	-81.96314	LNM 28/15, 7th Dist	356	11439_1	7/23/2015
11439	Delete	Key West Southwest Channel Buoy B	RW N "B"	N 24 27' 30.545"	W 081 56' 48.340"	24.45848	-81.94676	LNM 28/15, 7th Dist	356	11439_1	7/23/2015
11439	Delete	Key West Southwest Channel Buoy C	RW C "C"	N 24 28' 01.543"	W 081 55' 47.338"	24.46709	-81.92982	LNM 28/15, 7th Dist	356	11439_1	7/23/2015
11439	Delete	Rebecca Shoal Light	Fl 6s 66ft 6M	N 24 34' 44.484"	W 082 35' 06.776"	24.57902	-82.58521	LNM 31/14, 7th Dist	356	11439_1	8/14/2014
11439	Add	Abandoned Light House	TOWER (ABAND LT HO)	N 24 34' 44.484"	W 082 35' 06.776"	24.57902	-82.58521	LNM 31/14, 7th Dist	356	11439_1	8/14/2014
11439	Delete	Visible Wreck	Masts PA	N 24 32' 24.000"	W 082 01' 04.200"	24.54	-82.01783	LNM 30/14, 7th Dist	356	11439_1	8/7/2014
11439	Add	Visible Wreck	Masts PA	N 24 32' 14.400"	W 082 01' 04.200"	24.53733	-82.01783	LNM 30/14, 7th Dist	356	11439_1	8/7/2014
11439	Add	Visible Wreck	Masts PA	N 24 32' 24.000"	W 082 01' 04.200"	24.54	-82.01783	LNM 29/14, 7th Dist	356	11439_1	7/24/2014
11439	Delete	Sand Key Light	Fl (2) 15s 109ft 11M RACON (_.)	N 24 27' 20.941"	W 081 52' 38.313"	24.45582	-81.87731	LNM 26/14, 7th Dist	356	11439_1	7/17/2014
11439	Add	Abandoned Light House	TOWER (ABAND LT HO)	N 24 27' 20.941"	W 081 52' 38.313"	24.45582	-81.87731	LNM 26/14, 7th Dist	356	11439_1	7/17/2014
11439	Add	Sand Key Light	Fl (2) 15s 40ft 13M	N 24 27' 20.941"	W 081 52' 38.313"	24.45582	-81.87731	LNM 26/14, 7th Dist	356	11439_1	7/17/2014
11439	Add	Rebecca Shoal Lighted Buoy 4	R "4" Fl R 6s	N 24 34' 43.607"	W 082 35' 26.713"	24.57878	-82.59075	LNM 26/14, 7th Dist	356	11439_1	7/17/2014
11439	Change	New Ground Rocks Light	Fl 4s 19ft 4M	N 24 39' 59.758"	W 082 26' 38.975"	24.6666	-82.44416	LNM 09/14, 7th Dist	356	11439_1	3/13/2014
11439	Delete	Key West Southwest Channel Buoy D	RW C "D"	N 24 30' 25.537"	W 081 52' 22.835"	24.50709	-81.87301	LNM 27/13, 7th Dist	356	11439_1	8/15/2013
11439	Delete	Dangerous Wreck	PD      Chart No. 1: K28	N 24 38' 24.700"	W 081 54' 25.800"	24.64019	-81.90717	LNM 28/13, 7th Dist	356	11439_1	7/4/2013
11439	Change	Key West Northwest Channel Light 10	Fl R 4s 12ft 5M "10"	N 24 36' 54.581"	W 081 52' 34.256"	24.61516	-81.87618	LNM 21/13, 7th Dist	356	11439_1	6/4/2013
11466	Delete	Miami Anchorage Buoy A	Y N "A"	N 25 48' 20.702"	W 080 05' 42.532"	25.80575	-80.09515	LNM 33/17, 7th Dist	348	11466_1	Not Yet
11466	Delete	Miami Anchorage Buoy B	Y N "B"	N 25 46' 22.686"	W 080 06' 09.240"	25.77297	-80.10257	LNM 33/17, 7th Dist	348	11466_1	Not Yet
11466	Delete	SFOMF Restricted Area Lighted Buoy D	W Or "D" Fl 2s Priv	N 26 04' 45.180"	W 080 05' 00.420"	26.07922	-80.08345	LNM 33/17, 7th Dist	348	11466_1	8/31/2017
11466	Delete	SFOMF Restricted Area Lighted Buoy E	W Or "E" Fl 4s Priv	N 26 04' 14.820"	W 080 05' 03.240"	26.07078	-80.08424	LNM 33/17, 7th Dist	348	11466_1	8/31/2017
11466	Delete	SFOMF Restricted Area Lighted Buoy F	W Or "F" Fl 6s Priv	N 26 03' 30.000"	W 080 05' 29.700"	26.05833	-80.09158	LNM 33/17, 7th Dist	348	11466_1	8/31/2017
11466	Delete	SFOMF Restricted Area Lighted Buoy H	W Or "H" Fl 6s Priv	N 26 03' 30.180"	W 080 06' 00.540"	26.05838	-80.10015	LNM 33/17, 7th Dist	348	11466_1	8/31/2017
11466	Add	Anchorage Area A Point 1 of 4	Anchorage Area A 110.188 (see note A)	N 25 47' 57.687"	W 080 05' 37.225"	25.79936	-80.09367	LNM 31/17, 7th Dist	348	11466_1	8/24/2017
11466	Add	Anchorage Area A Point 2 of 4	Anchorage Area A 110.188 (see note A)	N 25 47' 57.341"	W 080 05' 26.466"	25.79926	-80.09068	LNM 31/17, 7th Dist	348	11466_1	8/24/2017
